FIPS Code,State and area,Year,Month,Population,Labor_Force_Total,Labor_Force_Percent_of_Population,Employment_Total,Employment_Percent_of_Population,Unemployment_Total,Unemployment_Rate
10,Delaware,2022,01,"812,554   ","498,190   ",61.3   ,"474,337   ",58.4   ,"23,853   ",4.8   
11,District of Columbia,2022,01,"537,242   ","385,288   ",71.7   ,"360,973   ",67.2   ,"24,315   ",6.3   
12,Florida,2022,01,"17,839,402   ","10,448,575   ",58.6   ,"10,085,178   ",56.5   ,"363,397   ",3.5   
13,Georgia,2022,01,"8,441,441   ","5,215,626   ",61.8   ,"5,047,287   ",59.8   ,"168,339   ",3.2   
15,Hawaii,2022,01,"1,115,218   ","673,171   ",60.4   ,"644,176   ",57.8   ,"28,995   ",4.3   
16,Idaho,2022,01,"1,494,926   ","924,378   ",61.8   ,"896,968   ",60.0   ,"27,410   ",3.0   
17,Illinois,2022,01,"10,017,111   ","6,377,956   ",63.7   ,"6,060,418   ",60.5   ,"317,538   ",5.0   
18,Indiana,2022,01,"5,337,193   ","3,304,817   ",61.9   ,"3,224,824   ",60.4   ,"79,993   ",2.4   
19,Iowa,2022,01,"2,514,633   ","1,680,392   ",66.8   ,"1,617,657   ",64.3   ,"62,735   ",3.7   
20,Kansas,2022,01,"2,261,137   ","1,495,634   ",66.1   ,"1,456,637   ",64.4   ,"38,997   ",2.6   
21,Kentucky,2022,01,"3,543,542   ","2,054,057   ",58.0   ,"1,963,312   ",55.4   ,"90,745   ",4.4   
22,Louisiana,2022,01,"3,568,917   ","2,069,077   ",58.0   ,"1,979,269   ",55.5   ,"89,808   ",4.3   
23,Maine,2022,01,"1,146,259   ","679,474   ",59.3   ,"651,293   ",56.8   ,"28,181   ",4.1   
24,Maryland,2022,01,"4,874,315   ","3,196,602   ",65.6   ,"3,025,349   ",62.1   ,"171,253   ",5.4   
25,Massachusetts,2022,01,"5,723,238   ","3,766,929   ",65.8   ,"3,586,625   ",62.7   ,"180,304   ",4.8   
26,Michigan,2022,01,"8,076,240   ","4,795,131   ",59.4   ,"4,561,559   ",56.5   ,"233,572   ",4.9   
27,Minnesota,2022,01,"4,504,315   ","3,045,355   ",67.6   ,"2,956,547   ",65.6   ,"88,808   ",2.9   
28,Mississippi,2022,01,"2,282,643   ","1,252,196   ",54.9   ,"1,194,752   ",52.3   ,"57,444   ",4.6   
29,Missouri,2022,01,"4,870,800   ","3,075,764   ",63.1   ,"2,957,720   ",60.7   ,"118,044   ",3.8   
30,Montana,2022,01,"893,151   ","555,054   ",62.1   ,"539,835   ",60.4   ,"15,219   ",2.7   
31,Nebraska,2022,01,"1,514,653   ","1,056,446   ",69.7   ,"1,032,911   ",68.2   ,"23,535   ",2.2   
32,Nevada,2022,01,"2,509,937   ","1,493,909   ",59.5   ,"1,416,858   ",56.4   ,"77,051   ",5.2   
33,New Hampshire,2022,01,"1,159,457   ","755,532   ",65.2   ,"733,378   ",63.3   ,"22,154   ",2.9   
34,New Jersey,2022,01,"7,400,675   ","4,641,835   ",62.7   ,"4,403,536   ",59.5   ,"238,299   ",5.1   
35,New Mexico,2022,01,"1,670,051   ","944,728   ",56.6   ,"889,293   ",53.2   ,"55,435   ",5.9   
36,New York,2022,01,"15,883,358   ","9,386,918   ",59.1   ,"8,888,257   ",56.0   ,"498,661   ",5.3   
51000,New York city,2022,01,"6,740,797   ","4,002,747   ",59.4   ,"3,700,330   ",54.9   ,"302,417   ",7.6   
37,North Carolina,2022,01,"8,386,642   ","5,007,104   ",59.7   ,"4,809,689   ",57.3   ,"197,415   ",3.9   
38,North Dakota,2022,01,"592,837   ","408,106   ",68.8   ,"395,636   ",66.7   ,"12,470   ",3.1   
39,Ohio,2022,01,"9,339,364   ","5,743,974   ",61.5   ,"5,497,756   ",58.9   ,"246,218   ",4.3   
40,Oklahoma,2022,01,"3,078,095   ","1,850,707   ",60.1   ,"1,801,100   ",58.5   ,"49,607   ",2.7   
41,Oregon,2022,01,"3,462,645   ","2,166,854   ",62.6   ,"2,074,950   ",59.9   ,"91,904   ",4.2   
42,Pennsylvania,2022,01,"10,435,765   ","6,371,408   ",61.1   ,"6,030,385   ",57.8   ,"341,023   ",5.4   
44,Rhode Island,2022,01,"900,040   ","568,890   ",63.2   ,"544,901   ",60.5   ,"23,989   ",4.2   
45,South Carolina,2022,01,"4,155,752   ","2,374,542   ",57.1   ,"2,292,300   ",55.2   ,"82,242   ",3.5   
46,South Dakota,2022,01,"688,532   ","470,664   ",68.4   ,"457,696   ",66.5   ,"12,968   ",2.8   
47,Tennessee,2022,01,"5,547,859   ","3,346,464   ",60.3   ,"3,229,716   ",58.2   ,"116,748   ",3.5   
48,Texas,2022,01,"22,658,934   ","14,333,539   ",63.3   ,"13,645,548   ",60.2   ,"687,991   ",4.8   
49,Utah,2022,01,"2,511,381   ","1,693,957   ",67.5   ,"1,656,600   ",66.0   ,"37,357   ",2.2   
50,Vermont,2022,01,"541,112   ","329,365   ",60.9   ,"319,422   ",59.0   ,"9,943   ",3.0   
51,Virginia,2022,01,"6,806,018   ","4,277,852   ",62.9   ,"4,138,518   ",60.8   ,"139,334   ",3.3   
53,Washington,2022,01,"6,172,019   ","3,960,412   ",64.2   ,"3,786,553   ",61.4   ,"173,859   ",4.4   
54,West Virginia,2022,01,"1,443,089   ","793,335   ",55.0   ,"761,138   ",52.7   ,"32,197   ",4.1   
55,Wisconsin,2022,01,"4,725,178   ","3,137,011   ",66.4   ,"3,043,904   ",64.4   ,"93,107   ",3.0   
56,Wyoming,2022,01,"455,580   ","290,102   ",63.7   ,"279,063   ",61.3   ,"11,039   ",3.8   
01,Alabama,2022,02,"3,992,554   ","2,260,562   ",56.6   ,"2,191,899   ",54.9   ,"68,663   ",3.0   
02,Alaska,2022,02,"547,330   ","361,562   ",66.1   ,"342,319   ",62.5   ,"19,243   ",5.3   
04,Arizona,2022,02,"5,832,792   ","3,543,498   ",60.8   ,"3,417,664   ",58.6   ,"125,834   ",3.6   
05,Arkansas,2022,02,"2,371,248   ","1,339,399   ",56.5   ,"1,297,210   ",54.7   ,"42,189   ",3.1   
06,California,2022,02,"30,984,241   ","19,068,225   ",61.5   ,"18,056,231   ",58.3   ,"1,011,994   ",5.3   
037,Los Angeles County,2022,02,"7,899,314   ","5,006,910   ",63.4   ,"4,692,484   ",59.4   ,"314,426   ",6.3   
08,Colorado,2022,02,"4,657,214   ","3,199,344   ",68.7   ,"3,072,172   ",66.0   ,"127,172   ",4.0   
09,Connecticut,2022,02,"2,937,152   ","1,869,116   ",63.6   ,"1,778,020   ",60.5   ,"91,096   ",4.9   
10,Delaware,2022,02,"813,645   ","498,219   ",61.2   ,"475,214   ",58.4   ,"23,005   ",4.6   
11,District of Columbia,2022,02,"535,752   ","384,825   ",71.8   ,"361,460   ",67.5   ,"23,365   ",6.1   
12,Florida,2022,02,"17,860,209   ","10,470,721   ",58.6   ,"10,123,277   ",56.7   ,"347,444   ",3.3   
13,Georgia,2022,02,"8,449,825   ","5,234,632   ",61.9   ,"5,068,418   ",60.0   ,"166,214   ",3.2   
15,Hawaii,2022,02,"1,114,863   ","672,596   ",60.3   ,"644,351   ",57.8   ,"28,245   ",4.2   
16,Idaho,2022,02,"1,499,229   ","927,196   ",61.8   ,"901,070   ",60.1   ,"26,126   ",2.8   
17,Illinois,2022,02,"10,013,060   ","6,403,328   ",63.9   ,"6,094,873   ",60.9   ,"308,455   ",4.8   
18,Indiana,2022,02,"5,340,223   ","3,315,935   ",62.1   ,"3,240,603   ",60.7   ,"75,332   ",2.3   
19,Iowa,2022,02,"2,515,789   ","1,686,648   ",67.0   ,"1,627,149   ",64.7   ,"59,499   ",3.5   
20,Kansas,2022,02,"2,261,940   ","1,496,305   ",66.2   ,"1,459,057   ",64.5   ,"37,248   ",2.5   
21,Kentucky,2022,02,"3,544,977   ","2,056,085   ",58.0   ,"1,969,585   ",55.6   ,"86,500   ",4.2   
22,Louisiana,2022,02,"3,568,967   ","2,078,228   ",58.2   ,"1,988,953   ",55.7   ,"89,275   ",4.3   
23,Maine,2022,02,"1,147,404   ","680,015   ",59.3   ,"653,145   ",56.9   ,"26,870   ",4.0   
24,Maryland,2022,02,"4,875,312   ","3,194,561   ",65.5   ,"3,035,369   ",62.3   ,"159,192   ",5.0   
25,Massachusetts,2022,02,"5,722,286   ","3,772,543   ",65.9   ,"3,596,655   ",62.9   ,"175,888   ",4.7   
26,Michigan,2022,02,"8,077,649   ","4,804,242   ",59.5   ,"4,576,270   ",56.7   ,"227,972   ",4.7   
27,Minnesota,2022,02,"4,505,809   ","3,059,493   ",67.9   ,"2,976,554   ",66.1   ,"82,939   ",2.7   
28,Mississippi,2022,02,"2,283,103   ","1,255,930   ",55.0   ,"1,199,456   ",52.5   ,"56,474   ",4.5   
29,Missouri,2022,02,"4,873,251   ","3,080,111   ",63.2   ,"2,965,823   ",60.9   ,"114,288   ",3.7   
30,Montana,2022,02,"894,785   ","556,361   ",62.2   ,"542,093   ",60.6   ,"14,268   ",2.6   
31,Nebraska,2022,02,"1,515,328   ","1,057,000   ",69.8   ,"1,034,669   ",68.3   ,"22,331   ",2.1   
32,Nevada,2022,02,"2,513,009   ","1,498,303   ",59.6   ,"1,422,145   ",56.6   ,"76,158   ",5.1   
33,New Hampshire,2022,02,"1,160,679   ","756,659   ",65.2   ,"736,187   ",63.4   ,"20,472   ",2.7   
34,New Jersey,2022,02,"7,402,135   ","4,622,687   ",62.5   ,"4,409,774   ",59.6   ,"212,913   ",4.6   
35,New Mexico,2022,02,"1,670,762   ","947,443   ",56.7   ,"894,325   ",53.5   ,"53,118   ",5.6   
36,New York,2022,02,"15,866,268   ","9,369,054   ",59.1   ,"8,910,100   ",56.2   ,"458,954   ",4.9   
51000,New York city,2022,02,"6,721,882   ","3,977,372   ",59.2   ,"3,702,795   ",55.1   ,"274,577   ",6.9   
37,North Carolina,2022,02,"8,396,169   ","5,015,299   ",59.7   ,"4,828,116   ",57.5   ,"187,183   ",3.7   
38,North Dakota,2022,02,"592,780   ","409,405   ",69.1   ,"397,388   ",67.0   ,"12,017   ",2.9   
39,Ohio,2022,02,"9,341,343   ","5,749,599   ",61.6   ,"5,507,821   ",59.0   ,"241,778   ",4.2   
40,Oklahoma,2022,02,"3,080,758   ","1,853,819   ",60.2   ,"1,804,814   ",58.6   ,"49,005   ",2.6   
41,Oregon,2022,02,"3,464,360   ","2,174,003   ",62.8   ,"2,087,129   ",60.2   ,"86,874   ",4.0   
42,Pennsylvania,2022,02,"10,436,937   ","6,370,062   ",61.0   ,"6,042,201   ",57.9   ,"327,861   ",5.1   
44,Rhode Island,2022,02,"900,355   ","568,599   ",63.2   ,"546,254   ",60.7   ,"22,345   ",3.9   
45,South Carolina,2022,02,"4,161,478   ","2,378,347   ",57.2   ,"2,295,733   ",55.2   ,"82,614   ",3.5   
46,South Dakota,2022,02,"689,354   ","471,304   ",68.4   ,"458,880   ",66.6   ,"12,424   ",2.6   
47,Tennessee,2022,02,"5,553,541   ","3,356,786   ",60.4   ,"3,242,915   ",58.4   ,"113,871   ",3.4   
48,Texas,2022,02,"22,689,179   ","14,373,632   ",63.4   ,"13,698,584   ",60.4   ,"675,048   ",4.7   
49,Utah,2022,02,"2,516,705   ","1,697,136   ",67.4   ,"1,661,892   ",66.0   ,"35,244   ",2.1   
50,Vermont,2022,02,"541,513   ","330,023   ",60.9   ,"320,496   ",59.2   ,"9,527   ",2.9   
51,Virginia,2022,02,"6,808,847   ","4,292,097   ",63.0   ,"4,156,074   ",61.0   ,"136,023   ",3.2   
53,Washington,2022,02,"6,175,733   ","3,981,799   ",64.5   ,"3,811,683   ",61.7   ,"170,116   ",4.3   
54,West Virginia,2022,02,"1,443,108   ","793,816   ",55.0   ,"763,032   ",52.9   ,"30,784   ",3.9   
55,Wisconsin,2022,02,"4,727,182   ","3,139,677   ",66.4   ,"3,048,899   ",64.5   ,"90,778   ",2.9   
56,Wyoming,2022,02,"455,939   ","290,282   ",63.7   ,"279,691   ",61.3   ,"10,591   ",3.6   
01,Alabama,2022,03,"3,994,739   ","2,270,352   ",56.8   ,"2,204,911   ",55.2   ,"65,441   ",2.9   
02,Alaska,2022,03,"547,536   ","361,580   ",66.0   ,"343,689   ",62.8   ,"17,891   ",4.9   
04,Arizona,2022,03,"5,842,199   ","3,548,670   ",60.7   ,"3,431,900   ",58.7   ,"116,770   ",3.3   
05,Arkansas,2022,03,"2,372,968   ","1,343,906   ",56.6   ,"1,302,450   ",54.9   ,"41,456   ",3.1   
06,California,2022,03,"30,977,720   ","19,124,991   ",61.7   ,"18,198,059   ",58.7   ,"926,932   ",4.8   
037,Los Angeles County,2022,03,"7,891,417   ","5,017,847   ",63.6   ,"4,732,921   ",60.0   ,"284,926   ",5.7   
08,Colorado,2022,03,"4,661,232   ","3,211,977   ",68.9   ,"3,093,476   ",66.4   ,"118,501   ",3.7   
09,Connecticut,2022,03,"2,938,460   ","1,879,286   ",64.0   ,"1,793,229   ",61.0   ,"86,057   ",4.6   
10,Delaware,2022,03,"814,758   ","498,591   ",61.2   ,"476,005   ",58.4   ,"22,586   ",4.5   
11,District of Columbia,2022,03,"534,322   ","385,347   ",72.1   ,"362,341   ",67.8   ,"23,006   ",6.0   
12,Florida,2022,03,"17,880,801   ","10,512,852   ",58.8   ,"10,173,851   ",56.9   ,"339,001   ",3.2   
13,Georgia,2022,03,"8,458,269   ","5,251,132   ",62.1   ,"5,086,068   ",60.1   ,"165,064   ",3.1   
15,Hawaii,2022,03,"1,114,482   ","672,259   ",60.3   ,"644,937   ",57.9   ,"27,322   ",4.1   
16,Idaho,2022,03,"1,503,529   ","932,253   ",62.0   ,"907,544   ",60.4   ,"24,709   ",2.7   
17,Illinois,2022,03,"10,008,966   ","6,430,581   ",64.2   ,"6,131,508   ",61.3   ,"299,073   ",4.7   
18,Indiana,2022,03,"5,343,302   ","3,332,430   ",62.4   ,"3,260,410   ",61.0   ,"72,020   ",2.2   
19,Iowa,2022,03,"2,516,973   ","1,692,417   ",67.2   ,"1,636,828   ",65.0   ,"55,589   ",3.3   
20,Kansas,2022,03,"2,262,757   ","1,498,917   ",66.2   ,"1,462,811   ",64.6   ,"36,106   ",2.4   
21,Kentucky,2022,03,"3,546,484   ","2,060,196   ",58.1   ,"1,977,947   ",55.8   ,"82,249   ",4.0   
22,Louisiana,2022,03,"3,569,080   ","2,089,736   ",58.6   ,"2,001,958   ",56.1   ,"87,778   ",4.2   
23,Maine,2022,03,"1,148,569   ","679,447   ",59.2   ,"654,684   ",57.0   ,"24,763   ",3.6   
24,Maryland,2022,03,"4,876,296   ","3,198,014   ",65.6   ,"3,049,888   ",62.5   ,"148,126   ",4.6   
25,Massachusetts,2022,03,"5,721,343   ","3,775,148   ",66.0   ,"3,614,665   ",63.2   ,"160,483   ",4.3   
26,Michigan,2022,03,"8,079,106   ","4,818,938   ",59.6   ,"4,604,587   ",57.0   ,"214,351   ",4.4   
27,Minnesota,2022,03,"4,507,353   ","3,071,742   ",68.1   ,"2,996,007   ",66.5   ,"75,735   ",2.5   
28,Mississippi,2022,03,"2,283,580   ","1,259,543   ",55.2   ,"1,206,688   ",52.8   ,"52,855   ",4.2   
29,Missouri,2022,03,"4,875,723   ","3,087,818   ",63.3   ,"2,977,825   ",61.1   ,"109,993   ",3.6   
30,Montana,2022,03,"896,417   ","558,438   ",62.3   ,"545,341   ",60.8   ,"13,097   ",2.3   
31,Nebraska,2022,03,"1,516,056   ","1,058,943   ",69.8   ,"1,037,811   ",68.5   ,"21,132   ",2.0   
32,Nevada,2022,03,"2,516,025   ","1,503,210   ",59.7   ,"1,427,705   ",56.7   ,"75,505   ",5.0   
33,New Hampshire,2022,03,"1,161,885   ","758,614   ",65.3   ,"740,028   ",63.7   ,"18,586   ",2.4   
34,New Jersey,2022,03,"7,403,504   ","4,617,907   ",62.4   ,"4,425,423   ",59.8   ,"192,484   ",4.2   
35,New Mexico,2022,03,"1,671,424   ","948,239   ",56.7   ,"897,881   ",53.7   ,"50,358   ",5.3   
36,New York,2022,03,"15,849,016   ","9,373,155   ",59.1   ,"8,944,494   ",56.4   ,"428,661   ",4.6   
51000,New York city,2022,03,"6,703,228   ","3,965,143   ",59.2   ,"3,710,193   ",55.3   ,"254,950   ",6.4   
37,North Carolina,2022,03,"8,405,711   ","5,030,509   ",59.8   ,"4,853,244   ",57.7   ,"177,265   ",3.5   
38,North Dakota,2022,03,"592,712   ","409,961   ",69.2   ,"398,246   ",67.2   ,"11,715   ",2.9   
39,Ohio,2022,03,"9,343,373   ","5,763,350   ",61.7   ,"5,526,585   ",59.1   ,"236,765   ",4.1   
40,Oklahoma,2022,03,"3,083,428   ","1,862,191   ",60.4   ,"1,812,744   ",58.8   ,"49,447   ",2.7   
41,Oregon,2022,03,"3,466,141   ","2,183,443   ",63.0   ,"2,101,457   ",60.6   ,"81,986   ",3.8   
42,Pennsylvania,2022,03,"10,438,201   ","6,387,373   ",61.2   ,"6,074,488   ",58.2   ,"312,885   ",4.9   
44,Rhode Island,2022,03,"900,620   ","568,894   ",63.2   ,"549,326   ",61.0   ,"19,568   ",3.4   
45,South Carolina,2022,03,"4,167,199   ","2,384,346   ",57.2   ,"2,303,599   ",55.3   ,"80,747   ",3.4   
46,South Dakota,2022,03,"690,158   ","472,682   ",68.5   ,"461,045   ",66.8   ,"11,637   ",2.5   
47,Tennessee,2022,03,"5,559,261   ","3,370,646   ",60.6   ,"3,261,628   ",58.7   ,"109,018   ",3.2   
48,Texas,2022,03,"22,718,919   ","14,414,296   ",63.4   ,"13,779,753   ",60.7   ,"634,543   ",4.4   
49,Utah,2022,03,"2,522,048   ","1,705,518   ",67.6   ,"1,672,168   ",66.3   ,"33,350   ",2.0   
50,Vermont,2022,03,"541,922   ","331,430   ",61.2   ,"322,649   ",59.5   ,"8,781   ",2.6   
51,Virginia,2022,03,"6,811,642   ","4,311,626   ",63.3   ,"4,180,531   ",61.4   ,"131,095   ",3.0   
53,Washington,2022,03,"6,179,395   ","4,002,973   ",64.8   ,"3,837,211   ",62.1   ,"165,762   ",4.1   
54,West Virginia,2022,03,"1,443,108   ","794,227   ",55.0   ,"765,159   ",53.0   ,"29,068   ",3.7   
55,Wisconsin,2022,03,"4,729,181   ","3,144,736   ",66.5   ,"3,056,210   ",64.6   ,"88,526   ",2.8   
56,Wyoming,2022,03,"456,266   ","290,379   ",63.6   ,"280,512   ",61.5   ,"9,867   ",3.4   
01,Alabama,2022,04,"3,996,788   ","2,276,371   ",57.0   ,"2,213,187   ",55.4   ,"63,184   ",2.8   
02,Alaska,2022,04,"547,741   ","361,817   ",66.1   ,"344,375   ",62.9   ,"17,442   ",4.8   
04,Arizona,2022,04,"5,851,564   ","3,556,902   ",60.8   ,"3,441,953   ",58.8   ,"114,949   ",3.2   
05,Arkansas,2022,04,"2,374,615   ","1,349,553   ",56.8   ,"1,306,960   ",55.0   ,"42,593   ",3.2   
06,California,2022,04,"30,971,425   ","19,229,150   ",62.1   ,"18,348,193   ",59.2   ,"880,957   ",4.6   
037,Los Angeles County,2022,04,"7,883,831   ","5,043,563   ",64.0   ,"4,768,883   ",60.5   ,"274,680   ",5.4   
08,Colorado,2022,04,"4,665,188   ","3,225,366   ",69.1   ,"3,108,883   ",66.6   ,"116,483   ",3.6   
09,Connecticut,2022,04,"2,939,678   ","1,887,900   ",64.2   ,"1,804,200   ",61.4   ,"83,700   ",4.4   
10,Delaware,2022,04,"815,868   ","498,950   ",61.2   ,"476,510   ",58.4   ,"22,440   ",4.5   
11,District of Columbia,2022,04,"532,865   ","385,597   ",72.4   ,"363,389   ",68.2   ,"22,208   ",5.8   
12,Florida,2022,04,"17,901,169   ","10,542,655   ",58.9   ,"10,221,709   ",57.1   ,"320,946   ",3.0   
13,Georgia,2022,04,"8,466,490   ","5,267,587   ",62.2   ,"5,106,716   ",60.3   ,"160,871   ",3.1   
15,Hawaii,2022,04,"1,114,097   ","673,630   ",60.5   ,"645,677   ",58.0   ,"27,953   ",4.1   
16,Idaho,2022,04,"1,507,800   ","937,017   ",62.1   ,"912,962   ",60.5   ,"24,055   ",2.6   
17,Illinois,2022,04,"10,004,677   ","6,449,597   ",64.5   ,"6,153,325   ",61.5   ,"296,272   ",4.6   
18,Indiana,2022,04,"5,346,165   ","3,347,991   ",62.6   ,"3,275,693   ",61.3   ,"72,298   ",2.2   
19,Iowa,2022,04,"2,518,109   ","1,697,705   ",67.4   ,"1,646,830   ",65.4   ,"50,875   ",3.0   
20,Kansas,2022,04,"2,263,508   ","1,501,739   ",66.3   ,"1,466,409   ",64.8   ,"35,330   ",2.4   
21,Kentucky,2022,04,"3,547,822   ","2,062,849   ",58.1   ,"1,982,987   ",55.9   ,"79,862   ",3.9   
22,Louisiana,2022,04,"3,569,029   ","2,100,393   ",58.9   ,"2,013,629   ",56.4   ,"86,764   ",4.1   
23,Maine,2022,04,"1,149,695   ","678,788   ",59.0   ,"656,168   ",57.1   ,"22,620   ",3.3   
24,Maryland,2022,04,"4,877,183   ","3,196,817   ",65.5   ,"3,063,427   ",62.8   ,"133,390   ",4.2   
25,Massachusetts,2022,04,"5,720,260   ","3,775,535   ",66.0   ,"3,621,679   ",63.3   ,"153,856   ",4.1   
26,Michigan,2022,04,"8,080,309   ","4,833,339   ",59.8   ,"4,624,362   ",57.2   ,"208,977   ",4.3   
27,Minnesota,2022,04,"4,508,707   ","3,080,002   ",68.3   ,"3,012,362   ",66.8   ,"67,640   ",2.2   
28,Mississippi,2022,04,"2,283,997   ","1,264,202   ",55.4   ,"1,212,553   ",53.1   ,"51,649   ",4.1   
29,Missouri,2022,04,"4,878,028   ","3,091,654   ",63.4   ,"2,988,049   ",61.3   ,"103,605   ",3.4   
30,Montana,2022,04,"898,017   ","560,660   ",62.4   ,"547,530   ",61.0   ,"13,130   ",2.3   
31,Nebraska,2022,04,"1,516,720   ","1,060,739   ",69.9   ,"1,040,317   ",68.6   ,"20,422   ",1.9   
32,Nevada,2022,04,"2,519,063   ","1,508,783   ",59.9   ,"1,433,224   ",56.9   ,"75,559   ",5.0   
33,New Hampshire,2022,04,"1,163,055   ","759,932   ",65.3   ,"742,436   ",63.8   ,"17,496   ",2.3   
34,New Jersey,2022,04,"7,404,747   ","4,634,049   ",62.6   ,"4,444,630   ",60.0   ,"189,419   ",4.1   
35,New Mexico,2022,04,"1,672,098   ","949,673   ",56.8   ,"899,603   ",53.8   ,"50,070   ",5.3   
36,New York,2022,04,"15,831,585   ","9,404,038   ",59.4   ,"8,981,984   ",56.7   ,"422,054   ",4.5   
51000,New York city,2022,04,"6,684,872   ","3,972,531   ",59.4   ,"3,720,096   ",55.6   ,"252,435   ",6.4   
37,North Carolina,2022,04,"8,415,045   ","5,056,492   ",60.1   ,"4,883,161   ",58.0   ,"173,331   ",3.4   
38,North Dakota,2022,04,"592,612   ","410,859   ",69.3   ,"399,533   ",67.4   ,"11,326   ",2.8   
39,Ohio,2022,04,"9,345,112   ","5,773,484   ",61.8   ,"5,540,550   ",59.3   ,"232,934   ",4.0   
40,Oklahoma,2022,04,"3,085,998   ","1,868,236   ",60.5   ,"1,817,164   ",58.9   ,"51,072   ",2.7   
41,Oregon,2022,04,"3,467,781   ","2,193,742   ",63.3   ,"2,112,980   ",60.9   ,"80,762   ",3.7   
42,Pennsylvania,2022,04,"10,439,132   ","6,409,766   ",61.4   ,"6,101,516   ",58.4   ,"308,250   ",4.8   
44,Rhode Island,2022,04,"900,892   ","569,045   ",63.2   ,"551,011   ",61.2   ,"18,034   ",3.2   
45,South Carolina,2022,04,"4,172,808   ","2,391,819   ",57.3   ,"2,312,654   ",55.4   ,"79,165   ",3.3   
46,South Dakota,2022,04,"690,962   ","473,832   ",68.6   ,"462,785   ",67.0   ,"11,047   ",2.3   
47,Tennessee,2022,04,"5,564,787   ","3,388,428   ",60.9   ,"3,278,866   ",58.9   ,"109,562   ",3.2   
48,Texas,2022,04,"22,748,619   ","14,459,425   ",63.6   ,"13,838,703   ",60.8   ,"620,722   ",4.3   
49,Utah,2022,04,"2,527,349   ","1,714,407   ",67.8   ,"1,681,176   ",66.5   ,"33,231   ",1.9   
50,Vermont,2022,04,"542,309   ","332,746   ",61.4   ,"324,538   ",59.8   ,"8,208   ",2.5   
51,Virginia,2022,04,"6,814,291   ","4,330,002   ",63.5   ,"4,200,202   ",61.6   ,"129,800   ",3.0   
53,Washington,2022,04,"6,182,967   ","4,023,291   ",65.1   ,"3,860,300   ",62.4   ,"162,991   ",4.1   
54,West Virginia,2022,04,"1,443,056   ","794,631   ",55.1   ,"766,204   ",53.1   ,"28,427   ",3.6   
55,Wisconsin,2022,04,"4,731,027   ","3,147,274   ",66.5   ,"3,058,009   ",64.6   ,"89,265   ",2.8   
56,Wyoming,2022,04,"456,588   ","290,691   ",63.7   ,"281,100   ",61.6   ,"9,591   ",3.3   
01,Alabama,2022,05,"3,998,864   ","2,284,510   ",57.1   ,"2,222,925   ",55.6   ,"61,585   ",2.7   
02,Alaska,2022,05,"547,910   ","362,486   ",66.2   ,"345,690   ",63.1   ,"16,796   ",4.6   
04,Arizona,2022,05,"5,861,057   ","3,569,541   ",60.9   ,"3,454,446   ",58.9   ,"115,095   ",3.2   
05,Arkansas,2022,05,"2,376,318   ","1,352,042   ",56.9   ,"1,309,272   ",55.1   ,"42,770   ",3.2   
06,California,2022,05,"30,965,455   ","19,298,832   ",62.3   ,"18,469,509   ",59.6   ,"829,323   ",4.3   
037,Los Angeles County,2022,05,"7,875,929   ","5,054,188   ",64.2   ,"4,793,277   ",60.9   ,"260,911   ",5.2   
08,Colorado,2022,05,"4,669,288   ","3,240,564   ",69.4   ,"3,126,055   ",66.9   ,"114,509   ",3.5   
09,Connecticut,2022,05,"2,940,978   ","1,895,079   ",64.4   ,"1,816,424   ",61.8   ,"78,655   ",4.2   
10,Delaware,2022,05,"816,979   ","500,101   ",61.2   ,"477,480   ",58.4   ,"22,621   ",4.5   
11,District of Columbia,2022,05,"531,365   ","386,366   ",72.7   ,"364,471   ",68.6   ,"21,895   ",5.7   
12,Florida,2022,05,"17,921,650   ","10,592,689   ",59.1   ,"10,280,328   ",57.4   ,"312,361   ",2.9   
13,Georgia,2022,05,"8,474,702   ","5,281,662   ",62.3   ,"5,124,146   ",60.5   ,"157,516   ",3.0   
15,Hawaii,2022,05,"1,113,736   ","675,608   ",60.7   ,"647,613   ",58.1   ,"27,995   ",4.1   
16,Idaho,2022,05,"1,512,146   ","943,386   ",62.4   ,"919,798   ",60.8   ,"23,588   ",2.5   
17,Illinois,2022,05,"10,000,516   ","6,464,674   ",64.6   ,"6,167,065   ",61.7   ,"297,609   ",4.6   
18,Indiana,2022,05,"5,349,224   ","3,364,701   ",62.9   ,"3,290,663   ",61.5   ,"74,038   ",2.2   
19,Iowa,2022,05,"2,519,279   ","1,704,079   ",67.6   ,"1,657,288   ",65.8   ,"46,791   ",2.7   
20,Kansas,2022,05,"2,264,306   ","1,505,438   ",66.5   ,"1,470,139   ",64.9   ,"35,299   ",2.3   
21,Kentucky,2022,05,"3,549,271   ","2,064,828   ",58.2   ,"1,985,824   ",56.0   ,"79,004   ",3.8   
22,Louisiana,2022,05,"3,569,027   ","2,107,360   ",59.0   ,"2,023,896   ",56.7   ,"83,464   ",4.0   
23,Maine,2022,05,"1,150,868   ","679,158   ",59.0   ,"657,635   ",57.1   ,"21,523   ",3.2   
24,Maryland,2022,05,"4,878,055   ","3,203,096   ",65.7   ,"3,075,534   ",63.0   ,"127,562   ",4.0   
25,Massachusetts,2022,05,"5,719,273   ","3,775,559   ",66.0   ,"3,629,440   ",63.5   ,"146,119   ",3.9   
26,Michigan,2022,05,"8,081,598   ","4,849,573   ",60.0   ,"4,642,332   ",57.4   ,"207,241   ",4.3   
